"No.","Time","Source","Destination","Protocol","Length","Info"
"1346","499.291835","128.3.12.44","40.175.116.120","FTP","136","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Mon Dec 3 12:18:44 PST 2001) ready."
"1347","499.363767","40.175.116.120","128.3.12.44","FTP","70","Request: USER anonymous"
"1377","500.813220","40.175.116.120","128.3.12.44","TCP","78","9337  >  21 [SYN] Seq=765006584 Win=16384 Len=0 MSS=1460 SACK_PERM=1 WS=1 TSval=959726362 TSecr=0"
"1378","500.814075","128.3.12.44","40.175.116.120","TCP","54","21  >  9337 [SYN, ACK] Seq=726528000 Ack=765006585 Win=4096 Len=0"
"1629","646.122682","79.37.53.67","131.243.2.12","TCP","62","35478  >  21 [SYN] Seq=76300470 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"1762","690.823856","172.211.70.122","131.243.1.10","TCP","74","40037  >  21 [SYN] Seq=2645955037 Win=5840 Len=0 MSS=1460 TSval=317460990 TSecr=0 WS=2"
"1763","690.824682","131.243.1.10","172.211.70.122","TCP","58","21  >  40037 [SYN, ACK] Seq=3678259515 Ack=2645955038 Win=17520 Len=0 MSS=1460"
"1765","691.022046","131.243.1.10","172.211.70.122","FTP","60","Response: 220-"
"1801","694.476826","172.211.70.122","131.243.1.10","FTP","64","Request: USER ftp"
"1831","697.902054","245.22.38.204","203.174.5.11","TCP","62","3157  >  21 [SYN] Seq=1981005324 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"1832","697.903297","203.174.5.11","245.22.38.204","TCP","58","21  >  3157 [SYN, ACK] Seq=1885888000 Ack=1981005325 Win=32768 Len=0 MSS=1460"
"1878","705.849156","203.174.5.11","245.22.38.204","FTP","135","Response: 220 <domain> FTP server (Version 1.7.212.5 Wed May 30 12:19:42 GMT 2001) ready."
"1880","706.200564","245.22.38.204","203.174.5.11","FTP","70","Request: USER anonymous"
"1913","709.050040","245.22.38.204","203.174.5.11","TCP","62","3160  >  21 [SYN] Seq=1983910078 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"1928","710.017486","245.22.38.204","203.174.5.11","TCP","62","3161  >  21 [SYN] Seq=1984215697 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"1966","778.278657","180.69.204.185","131.243.1.10","TCP","74","1494  >  21 [SYN] Seq=2848098330 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1981421 TSecr=0 WS=1"
"1967","778.279323","131.243.1.10","180.69.204.185","TCP","58","21  >  1494 [SYN, ACK] Seq=121947253 Ack=2848098331 Win=17520 Len=0 MSS=1460"
"1969","778.670026","131.243.1.10","180.69.204.185","FTP","60","Response: 220-"
"1999","780.647205","180.69.204.185","131.243.1.10","FTP","70","Request: USER anonymous"
"2043","836.432440","89.42.124.234","203.174.5.11","TCP","62","1158  >  21 [SYN] Seq=3481078044 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"2044","836.433283","203.174.5.11","89.42.124.234","TCP","58","21  >  1158 [SYN, ACK] Seq=1887744000 Ack=3481078045 Win=32768 Len=0 MSS=1460"
"2046","836.689417","203.174.5.11","89.42.124.234","FTP","135","Response: 220 <domain> FTP server (Version 1.7.212.5 Wed May 30 12:19:42 GMT 2001) ready."
"2047","836.881785","89.42.124.234","203.174.5.11","FTP","70","Request: USER anonymous"
"2125","1199.329314","230.23.2.245","131.243.1.10","TCP","74","35879  >  21 [SYN] Seq=3166086907 Win=5808 Len=0 MSS=1412 SACK_PERM=1 TSval=9278925 TSecr=0 WS=1"
"2126","1199.329892","131.243.1.10","230.23.2.245","TCP","58","21  >  35879 [SYN, ACK] Seq=4220400118 Ack=3166086908 Win=16944 Len=0 MSS=1460"
"2128","1199.567583","131.243.1.10","230.23.2.245","FTP","60","Response: 220-"
"2158","1201.152025","230.23.2.245","131.243.1.10","FTP","70","Request: USER anonymous"
"2161","1201.271073","207.82.132.32","131.243.193.93","TCP","74","65056  >  21 [SYN] Seq=3425332968 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=2653119 TSecr=0 WS=1"
"2162","1201.271416","131.243.193.93","207.82.132.32","TCP","74","21  >  65056 [SYN, ACK] Seq=3180836908 Ack=3425332969 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=885025441 TSecr=2653119 WS=1"
"2173","1202.085083","131.243.193.93","207.82.132.32","FTP","130","Response: 220 ProFTPD 1.2.2rc2 Server (powered by SuSE Linux) [<domain>]"
"2183","1202.858317","207.82.132.32","131.243.193.93","FTP","82","Request: USER anonymous"
"2230","1278.826262","230.23.2.245","131.243.1.10","TCP","74","35882  >  21 [SYN] Seq=3265665855 Win=5808 Len=0 MSS=1412 SACK_PERM=1 TSval=9286875 TSecr=0 WS=1"
"2291","1460.425664","79.37.53.67","131.243.2.12","TCP","62","33678  >  21 [SYN] Seq=554447160 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"2292","1460.425938","131.243.2.12","79.37.53.67","TCP","62","21  >  33678 [SYN, ACK] Seq=563780273 Ack=554447161 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"2343","1483.409496","79.37.53.67","203.174.5.11","TCP","62","35384  >  21 [SYN] Seq=570789127 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"2344","1483.410295","203.174.5.11","79.37.53.67","TCP","58","21  >  35384 [SYN, ACK] Seq=1890560000 Ack=570789128 Win=32768 Len=0 MSS=1460"
"2346","1483.659103","203.174.5.11","79.37.53.67","FTP","135","Response: 220 <domain> FTP server (Version 1.7.212.5 Wed May 30 12:19:42 GMT 2001) ready."
"2347","1483.838876","79.37.53.67","203.174.5.11","FTP","70","Request: USER anonymous"
"2390","1575.626263","122.28.199.241","131.243.1.10","TCP","62","3136  >  21 [SYN] Seq=2969649892 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"2391","1575.626706","131.243.1.10","122.28.199.241","TCP","58","21  >  3136 [SYN, ACK] Seq=2267538195 Ack=2969649893 Win=17520 Len=0 MSS=1460"
"2393","1575.848634","131.243.1.10","122.28.199.241","FTP","60","Response: 220-"
"2423","1576.148244","122.28.199.241","131.243.1.10","FTP","70","Request: USER anonymous"
"2458","1640.060675","122.28.199.241","131.243.1.10","TCP","62","3141  >  21 [SYN] Seq=2984625720 Win=8760 Len=0 MSS=1460 SACK_PERM=1"
"2517","1702.802170","104.205.27.72","128.3.28.48","TCP","74","42009  >  21 [SYN] Seq=3905625284 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=202397446 TSecr=0 WS=1"
"2518","1702.802406","128.3.28.48","104.205.27.72","TCP","74","21  >  42009 [SYN, ACK] Seq=1311478543 Ack=3905625285 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=2207763655 TSecr=202397446 WS=1"
"2520","1703.267699","128.3.28.48","104.205.27.72","FTP","120","Response: 220 <domain> FTP server (Version wu-2.6.1-20) ready."
"2522","1703.367667","104.205.27.72","128.3.28.48","FTP","82","Request: USER anonymous"
"2545","1704.377159","104.205.27.72","128.3.28.48","TCP","74","42011  >  21 [SYN] Seq=3895910579 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=202398252 TSecr=0 WS=1"
"2575","1705.894065","104.205.27.72","128.3.28.48","TCP","74","42013  >  21 [SYN] Seq=3898211108 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=202399030 TSecr=0 WS=1"
"2607","1792.402291","4.251.189.14","131.243.1.10","TCP","74","46315  >  21 [SYN] Seq=3795674049 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=24626074 TSecr=0 WS=1"
"2608","1792.402919","131.243.1.10","4.251.189.14","TCP","58","21  >  46315 [SYN, ACK] Seq=3739854734 Ack=3795674050 Win=17520 Len=0 MSS=1460"
"2610","1792.497554","131.243.1.10","4.251.189.14","FTP","60","Response: 220-"
"2640","1792.605292","4.251.189.14","131.243.1.10","FTP","70","Request: USER anonymous"
"2678","1814.810246","148.111.20.136","131.243.1.10","TCP","74","43567  >  21 [SYN] Seq=3822039560 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=74020629 TSecr=0 WS=1"
"2679","1814.810902","131.243.1.10","148.111.20.136","TCP","58","21  >  43567 [SYN, ACK] Seq=2404753466 Ack=3822039561 Win=17520 Len=0 MSS=1460"
"2681","1814.908261","131.243.1.10","148.111.20.136","FTP","60","Response: 220-"
"2711","1815.016920","148.111.20.136","131.243.1.10","FTP","70","Request: USER anonymous"
"2749","1836.494959","79.37.53.67","131.243.2.12","TCP","62","34370  >  21 [SYN] Seq=786768831 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"2750","1836.495285","131.243.2.12","79.37.53.67","TCP","62","21  >  34370 [SYN, ACK] Seq=624858059 Ack=786768832 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"2803","1874.840447","24.239.126.222","131.243.1.10","TCP","74","57740  >  21 [SYN] Seq=1079805767 Win=32768 Len=0 MSS=1460 WS=1 TSval=3497007375 TSecr=0"
"2804","1874.841016","131.243.1.10","24.239.126.222","TCP","58","21  >  57740 [SYN, ACK] Seq=775092082 Ack=1079805768 Win=17520 Len=0 MSS=1460"
"2806","1875.044655","131.243.1.10","24.239.126.222","FTP","60","Response: 220-"
"2836","1875.288238","24.239.126.222","131.243.1.10","FTP","70","Request: USER anonymous"
"2867","1898.205790","249.44.109.25","128.3.28.48","TCP","74","2932  >  21 [SYN] Seq=3899323806 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=134926338 TSecr=0 WS=1"
"2868","1898.206022","128.3.28.48","249.44.109.25","TCP","74","21  >  2932 [SYN, ACK] Seq=1520225232 Ack=3899323807 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=2207783193 TSecr=134926338 WS=1"
"2870","1898.534679","128.3.28.48","249.44.109.25","FTP","120","Response: 220 <domain> FTP server (Version wu-2.6.1-20) ready."
"2872","1898.640289","249.44.109.25","128.3.28.48","FTP","82","Request: USER anonymous"
"2892","1899.629686","249.44.109.25","128.3.28.48","TCP","74","2998  >  21 [SYN] Seq=3894539380 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=134926478 TSecr=0 WS=1"
"2921","1902.923761","249.44.109.25","128.3.28.48","TCP","74","3071  >  21 [SYN] Seq=3906347298 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=134926808 TSecr=0 WS=1"
"2922","1902.923957","128.3.28.48","249.44.109.25","TCP","74","21  >  3071 [SYN, ACK] Seq=1529416374 Ack=3906347299 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=2207783665 TSecr=134926808 WS=1"
"2948","2182.202389","62.87.148.206","131.243.1.10","TCP","62","20553  >  21 [SYN] Seq=1533753869 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"2949","2182.203041","131.243.1.10","62.87.148.206","TCP","58","21  >  20553 [SYN, ACK] Seq=757795009 Ack=1533753870 Win=17520 Len=0 MSS=1460"
"2951","2182.397054","131.243.1.10","62.87.148.206","FTP","60","Response: 220-"
"2981","2182.650181","62.87.148.206","131.243.1.10","FTP","70","Request: USER anonymous"
"3100","2230.018341","79.37.53.67","131.243.2.12","TCP","62","34855  >  21 [SYN] Seq=1024150713 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"3147","2342.012401","168.29.177.209","131.243.1.10","TCP","58","4616  >  21 [SYN] Seq=425406182 Win=4096 Len=0 MSS=1460"
"3148","2342.012939","131.243.1.10","168.29.177.209","TCP","58","21  >  4616 [SYN, ACK] Seq=1579771161 Ack=425406183 Win=17520 Len=0 MSS=1460"
"3150","2342.266309","131.243.1.10","168.29.177.209","FTP","60","Response: 220-"
"3180","2342.506458","168.29.177.209","131.243.1.10","FTP","70","Request: USER anonymous"
"3187","2398.835045","127.115.69.174","131.243.1.10","TCP","74","54196  >  21 [SYN] Seq=134031576 Win=5840 Len=0 MSS=1460 TSval=306876388 TSecr=0 WS=1"
"3188","2398.835740","131.243.1.10","127.115.69.174","TCP","58","21  >  54196 [SYN, ACK] Seq=2251080937 Ack=134031577 Win=17520 Len=0 MSS=1460"
"3190","2398.895899","131.243.1.10","127.115.69.174","FTP","60","Response: 220-"
"3220","2398.984097","127.115.69.174","131.243.1.10","FTP","70","Request: USER anonymous"
"3247","2414.426999","82.143.24.12","131.243.2.12","TCP","62","2433  >  21 [SYN] Seq=3813955091 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"3248","2414.427227","131.243.2.12","82.143.24.12","TCP","62","21  >  2433 [SYN, ACK] Seq=723773590 Ack=3813955092 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"3274","2427.837515","209.75.218.182","131.243.1.10","TCP","74","33006  >  21 [SYN] Seq=566720768 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=229667 TSecr=0 WS=1"
"3275","2427.838066","131.243.1.10","209.75.218.182","TCP","58","21  >  33006 [SYN, ACK] Seq=853241911 Ack=566720769 Win=17520 Len=0 MSS=1460"
"3277","2428.170931","131.243.1.10","209.75.218.182","FTP","60","Response: 220-"
"3307","2428.734504","209.75.218.182","131.243.1.10","FTP","70","Request: USER anonymous"
"3375","2456.757825","84.68.192.198","131.243.1.10","TCP","74","1184  >  21 [SYN] Seq=2442447545 Win=57344 Len=0 MSS=1380 WS=1 TSval=1158759429 TSecr=0"
"3376","2456.758522","131.243.1.10","84.68.192.198","TCP","58","21  >  1184 [SYN, ACK] Seq=3034703371 Ack=2442447546 Win=16560 Len=0 MSS=1460"
"3378","2456.937843","131.243.1.10","84.68.192.198","FTP","60","Response: 220-"
"3408","2457.127599","84.68.192.198","131.243.1.10","FTP","70","Request: USER anonymous"
"3484","2610.326519","53.55.176.50","131.243.1.10","TCP","62","10011  >  21 [SYN] Seq=17309033 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"3485","2610.327002","131.243.1.10","53.55.176.50","TCP","58","21  >  10011 [SYN, ACK] Seq=205593984 Ack=17309034 Win=17520 Len=0 MSS=1460"
"3487","2610.584296","131.243.1.10","53.55.176.50","FTP","60","Response: 220-"
"3517","2610.905466","53.55.176.50","131.243.1.10","FTP","70","Request: USER anonymous"
"3666","2639.201808","79.37.53.67","131.243.2.12","TCP","62","35391  >  21 [SYN] Seq=1264725096 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"3713","2648.311975","246.94.203.142","203.174.5.11","TCP","62","1070  >  21 [SYN] Seq=3346926217 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"3714","2648.312753","203.174.5.11","246.94.203.142","TCP","58","21  >  1070 [SYN, ACK] Seq=1903424000 Ack=3346926218 Win=32768 Len=0 MSS=1460"
"3719","2648.891654","203.174.5.11","246.94.203.142","FTP","135","Response: 220 <domain> FTP server (Version 1.7.212.5 Wed May 30 12:19:42 GMT 2001) ready."
"3723","2649.071923","246.94.203.142","203.174.5.11","FTP","70","Request: USER anonymous"
"3770","2660.701403","79.37.53.67","203.174.5.11","TCP","62","34674  >  21 [SYN] Seq=1280435387 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"3771","2660.702333","203.174.5.11","79.37.53.67","TCP","58","21  >  34674 [SYN, ACK] Seq=1903872000 Ack=1280435388 Win=32768 Len=0 MSS=1460"
"3913","2708.446505","216.43.247.103","131.243.1.10","TCP","74","42534  >  21 [SYN] Seq=469423174 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1848837730 TSecr=0 WS=1"
"3914","2708.447175","131.243.1.10","216.43.247.103","TCP","58","21  >  42534 [SYN, ACK] Seq=766399265 Ack=469423175 Win=17520 Len=0 MSS=1460"
"3918","2709.170487","131.243.1.10","216.43.247.103","FTP","60","Response: 220-"
"3949","2709.913993","216.43.247.103","131.243.1.10","FTP","70","Request: USER anonymous"
"3986","2716.650369","53.55.176.50","131.243.1.10","TCP","62","10137  >  21 [SYN] Seq=17415392 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"4037","2718.373443","53.55.176.50","131.243.1.10","TCP","62","10138  >  21 [SYN] Seq=17417107 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"4208","2787.989658","53.55.176.50","131.243.1.10","TCP","62","10252  >  21 [SYN] Seq=17486728 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"4309","2819.521994","53.55.176.50","131.243.1.10","TCP","62","10059  >  21 [SYN] Seq=17518269 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"4518","2842.735522","53.55.176.50","131.243.1.10","TCP","62","10088  >  21 [SYN] Seq=17541490 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"4604","2847.820810","53.55.176.50","131.243.1.10","TCP","62","10122  >  21 [SYN] Seq=17546574 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"5146","3028.111005","79.37.53.67","131.243.2.12","TCP","62","35347  >  21 [SYN] Seq=1499928225 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"5249","3057.855305","79.37.53.67","203.174.5.11","TCP","62","34884  >  21 [SYN] Seq=1517170633 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"5256","3059.310300","24.83.76.105","131.243.1.10","TCP","62","1978  >  21 [SYN] Seq=2120492376 Win=16384 Len=0 MSS=1460"
"5257","3059.311061","131.243.1.10","24.83.76.105","TCP","58","21  >  1978 [SYN, ACK] Seq=2478887680 Ack=2120492377 Win=17520 Len=0 MSS=1460"
"5260","3059.531338","131.243.1.10","24.83.76.105","FTP","60","Response: 220-"
"5290","3060.031269","24.83.76.105","131.243.1.10","FTP","70","Request: USER anonymous"
"5342","3066.257146","24.83.76.105","131.243.1.10","TCP","62","2002  >  21 [SYN] Seq=2122428187 Win=16384 Len=0 MSS=1460"
"5343","3066.257582","131.243.1.10","24.83.76.105","TCP","58","21  >  2002 [SYN, ACK] Seq=3564619663 Ack=2122428188 Win=17520 Len=0 MSS=1460"
"5344","3066.268346","24.83.76.105","131.243.1.10","TCP","62","2003  >  21 [SYN] Seq=2122461556 Win=16384 Len=0 MSS=1460"
"5346","3066.273200","24.83.76.105","131.243.1.10","TCP","62","2004  >  21 [SYN] Seq=2122526404 Win=16384 Len=0 MSS=1460"
"5596","3096.403234","49.143.255.248","131.243.1.10","TCP","62","17772  >  21 [SYN] Seq=409164775 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"5597","3096.403678","131.243.1.10","49.143.255.248","TCP","58","21  >  17772 [SYN, ACK] Seq=834894155 Ack=409164776 Win=17520 Len=0 MSS=1460"
"5599","3096.600203","131.243.1.10","49.143.255.248","FTP","60","Response: 220-"
"5629","3096.826736","49.143.255.248","131.243.1.10","FTP","70","Request: USER anonymous"
"5669","3102.584417","53.55.176.50","131.243.1.10","TCP","62","10224  >  21 [SYN] Seq=17801402 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"5741","3109.608563","53.55.176.50","131.243.1.10","TCP","62","10227  >  21 [SYN] Seq=17808433 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"5863","3149.661430","82.143.24.12","131.243.2.12","TCP","62","1628  >  21 [SYN] Seq=4097445591 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"5864","3149.661727","131.243.2.12","82.143.24.12","TCP","62","21  >  1628 [SYN, ACK] Seq=855254054 Ack=4097445592 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"5998","3192.129150","157.198.151.233","131.243.1.10","TCP","74","3519  >  21 [SYN] Seq=1131138061 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=41054097 TSecr=0 WS=1"
"5999","3192.129988","131.243.1.10","157.198.151.233","TCP","58","21  >  3519 [SYN, ACK] Seq=159111415 Ack=1131138062 Win=17520 Len=0 MSS=1460"
"6019","3197.181993","131.243.1.10","157.198.151.233","FTP","60","Response: 220-"
"6097","3213.362019","213.30.184.86","131.243.1.10","TCP","62","53045  >  21 [SYN] Seq=1117365431 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"6098","3213.362470","131.243.1.10","213.30.184.86","TCP","58","21  >  53045 [SYN, ACK] Seq=3002528668 Ack=1117365432 Win=17520 Len=0 MSS=1460"
"6100","3213.532761","131.243.1.10","213.30.184.86","FTP","60","Response: 220-"
"6130","3213.713787","213.30.184.86","131.243.1.10","FTP","70","Request: USER anonymous"
"6183","3227.049209","157.198.151.233","131.243.1.10","FTP","70","Request: USER anonymous"
"6232","3277.576065","24.83.76.105","131.243.1.10","TCP","62","2076  >  21 [SYN] Seq=2178416908 Win=16384 Len=0 MSS=1460"
"6294","3309.310991","114.201.61.120","131.243.1.10","TCP","62","1236  >  21 [SYN] Seq=3504166 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"6295","3309.311659","131.243.1.10","114.201.61.120","TCP","58","21  >  1236 [SYN, ACK] Seq=3993623975 Ack=3504167 Win=16616 Len=0 MSS=1460"
"6300","3311.382316","131.243.1.10","114.201.61.120","FTP","60","Response: 220-"
"6324","3315.410101","114.201.61.120","131.243.1.10","FTP","70","Request: USER anonymous"
"6350","3329.816154","114.201.61.120","131.243.1.10","TCP","62","1237  >  21 [SYN] Seq=3524690 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"6383","3335.017620","114.201.61.120","131.243.1.10","TCP","62","1241  >  21 [SYN] Seq=3529639 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"6451","3401.537652","114.201.61.120","131.243.1.10","TCP","62","1244  >  21 [SYN] Seq=3596389 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"6475","3404.287337","114.201.61.120","131.243.1.10","TCP","62","1246  >  21 [SYN] Seq=3599161 Win=8192 Len=0 MSS=536 SACK_PERM=1"
"6559","3442.425598","79.37.53.67","131.243.2.12","TCP","62","34161  >  21 [SYN] Seq=1740753286 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"6616","3471.185977","79.37.53.67","203.174.5.11","TCP","62","34881  >  21 [SYN] Seq=1758244589 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"6671","3504.393643","66.224.210.96","131.243.1.10","TCP","74","64460  >  21 [SYN] Seq=1319903559 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1744052 TSecr=0 WS=1"
"6672","3504.394106","131.243.1.10","66.224.210.96","TCP","58","21  >  64460 [SYN, ACK] Seq=3825328255 Ack=1319903560 Win=17520 Len=0 MSS=1460"
"6674","3504.449689","131.243.1.10","66.224.210.96","FTP","60","Response: 220-"
"6704","3504.741344","66.224.210.96","131.243.1.10","FTP","70","Request: USER anonymous"
"6730","3505.221394","66.224.210.96","131.243.1.10","TCP","74","65272  >  21 [SYN] Seq=1311106256 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=1744135 TSecr=0 WS=1"
"6731","3505.222045","131.243.1.10","66.224.210.96","TCP","58","21  >  65272 [SYN, ACK] Seq=1282876508 Ack=1311106257 Win=17520 Len=0 MSS=1460"
"6794","3616.817813","24.190.46.234","131.243.1.10","TCP","58","36078  >  21 [SYN] Seq=2853901118 Win=8760 Len=0 MSS=1460"
"6795","3616.818460","131.243.1.10","24.190.46.234","TCP","58","21  >  36078 [SYN, ACK] Seq=4234011214 Ack=2853901119 Win=17520 Len=0 MSS=1460"
"6797","3616.848525","131.243.1.10","24.190.46.234","FTP","60","Response: 220-"
"6827","3616.890739","24.190.46.234","131.243.1.10","FTP","70","Request: USER anonymous"
"6849","3828.700636","79.37.53.67","131.243.2.12","TCP","62","36242  >  21 [SYN] Seq=1975234601 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"6850","3828.700916","131.243.2.12","79.37.53.67","TCP","62","21  >  36242 [SYN, ACK] Seq=957634500 Ack=1975234602 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"6925","3844.943127","198.132.228.204","128.3.28.48","TCP","62","4218  >  21 [SYN] Seq=3898299642 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"6926","3844.943324","128.3.28.48","198.132.228.204","TCP","62","21  >  4218 [SYN, ACK] Seq=3565635285 Ack=3898299643 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
